state_abbr,year,population,violent_crime,homicide,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,arson,violent_crime_1000,homicide_1000,rape_1000,robbery_1000,aggravated_assault_1000,property_crime_1000,burglary_1000,larceny_1000,motor_vehicle_theft_1000,arson_1000
MA,2010,6555466,30737,214,1784,6897,21842,154496,37903,105124,11469,657,4.688758968469976,0.03264451375386586,0.272139310920078,1.052099118506602,3.33187602528943,23.56750839680962,5.781892545854101,16.036083475987823,1.7495323749676985,0.10022170811350406
MA,2011,6607003,28232,184,1654,6768,19626,148829,36403,101644,10782,565,4.273041801252399,0.02784923814927888,0.2503404342331917,1.0243676293169537,2.9704844995529744,22.52594708977732,5.509759871457604,15.384282404594035,1.6319048137256786,0.08551532366490526
MA,2012,6645303,27047,121,1650,6555,18721,143325,34635,99453,9237,617,4.070092815933299,0.01820834956660366,0.24829567590823173,0.9864110033808843,2.8171777870775796,21.567865302755948,5.211951960655519,14.9659090036978,1.3900043384026282,0.09284753456689634
MA,2013,6708874,27264,138,2303,6705,18118,137274,30716,97437,9121,512,4.063871224888111,0.020569770724565704,0.34327668100488995,0.9994225558566162,2.700602217302039,20.461555843797335,4.57841360562145,14.52359963832977,1.3595425998461144,0.07631683051433072
MA,2014,6755124,26689,133,2202,6077,18277,125481,24951,92226,8304,480,3.9509267335433074,0.019688757748932514,0.32597477115149925,0.8996133897764127,2.705649814866463,18.57567677514136,3.6936405608542495,13.65274715904549,1.2292890552416211,0.0710571708232151
MA,2015,6784240,26453,131,2082,5266,18974,114547,21826,84676,8045,392,3.8991839911323893,0.01930945839180218,0.30688772802848957,0.7762107472612998,2.796776057450798,16.884278858059268,3.2171621286982774,12.481280143391155,1.185836585969836,0.05778097472966758
MA,2016,6823721,25975,135,2141,5365,18334,106430,19204,79155,8071,447,3.806574155068767,0.01978392727369715,0.3137584317998934,0.7862279246176683,2.686803871377508,15.597062072145096,2.814300291585779,11.599976024811097,1.1827857557482202,0.06550678141735279
MA,2017,6863246,24318,172,2199,4874,17073,97977,16916,73573,7488,387,3.543221385332829,0.025061027974226772,0.32040232857746903,0.7101595950371005,2.487598433744033,14.275606615295445,2.4647229605350005,10.719854715975503,1.0910289387849423,0.056387312942010236
MA,2018,6882635,23424,138,2465,4084,16737,87658,14095,66968,6595,293,3.4033477004083466,0.02005046032515163,0.35814771522825195,0.5933773910718787,2.4317721337830642,12.736110515812621,2.047907523789944,9.729994398947495,0.9582085930751812,0.042570904893256725
MA,2019,6894883,22662,153,2244,3625,16640,81399,12323,62944,6132,307,3.2867852870019694,0.02219036929270591,0.32545874962635335,0.5257522136343721,2.413383954448538,11.805711568999794,1.7872674561700321,9.129088920000529,0.8893551928292329,0.0445257736788282
MA,2020,6893574,21288,160,1851,3015,16262,72602,10323,55444,6835,419,3.08809334606403,0.023210021390935965,0.26851093496639045,0.4373638405854496,2.359008549121254,10.531837331404581,1.49748156761645,8.042852662494086,0.9915031012940458,0.06078124351751356
MI,1979,9208000,56558,834,4100,20218,31406,509457,138806,315211,55440,4053,6.142267593397046,0.09057341442224152,0.44526498696785405,2.1956993918331884,3.410729800173762,55.32764986967854,15.074500434404865,34.23229800173762,6.0208514335360555,0.4401607298001738
MI,1980,9228128,59014,940,4304,22519,31251,557051,160688,342384,53979,7032,6.395013159765447,0.10186247958415834,0.46640011928746544,2.440256572080491,3.3864939888133323,60.36446395195212,17.41284906321195,37.10221618078986,5.849398707950301,0.7620180387614909
MI,1981,9201000,59058,861,4366,23688,30143,571582,171331,341805,58446,5079,6.4186501467231825,0.09357678513205087,0.4745136398217585,2.574502771437887,3.2760569503314856,62.121725899358765,18.620910770568415,37.14867949135964,6.352135637430714,0.5520052168242582
MI,1982,9109000,59806,827,4246,24699,30034,558195,165155,330031,63009,735,6.565594467010649,0.0907893292348227,0.4661323965309035,2.711494126687891,3.2971786145570317,61.27950378746295,18.130969370951806,36.23130969370952,6.917224722801625,0.08068942803820398
MI,1983,9069000,64993,910,5085,25873,33125,522450,153438,302118,66894,7317,7.166501268056015,0.10034182379534679,0.560701290109163,2.8529055022604477,3.6525526518910576,57.608336089976845,16.918954680780683,33.313264968574266,7.376116440621899,0.8068144227588488
MI,1984,9075000,68979,879,5880,27832,34388,525979,149209,298192,78578,9407,7.60099173553719,0.0968595041322314,0.6479338842975206,3.0668870523415976,3.7893112947658403,57.95911845730028,16.441763085399447,32.85862258953168,8.658732782369146,1.0365840220385676
MI,1985,9088000,66714,1018,6140,26572,32984,511852,138792,297827,75233,3918,7.340889084507042,0.11201584507042253,0.6756161971830986,2.923855633802817,3.629401408450704,56.32174295774648,15.272007042253522,32.771456866197184,8.278279049295774,0.4311179577464789
MI,1986,9145000,73517,1032,6167,27550,38768,520127,138040,308894,73193,5552,8.039037725533078,0.11284855112083106,0.6743575724439584,3.012575177692728,4.239256424275561,56.87556041552761,15.094587206123565,33.77736468015309,8.003608529250958,0.6071077091306725
MI,1987,9200000,71772,1124,6184,25442,39022,522254,133602,319470,69182,5499,7.801304347826087,0.12217391304347826,0.6721739130434783,2.7654347826086956,4.241521739130435,56.766739130434786,14.521956521739131,34.725,7.519782608695652,0.5977173913043479
MI,1988,9300000,68980,1009,6462,22424,39085,496867,122254,305693,68920,5120,7.417204301075269,0.10849462365591397,0.6948387096774193,2.4111827956989247,4.202688172043011,53.42655913978495,13.145591397849463,32.87021505376344,7.410752688172043,0.5505376344086022
MI,1989,9273000,65760,993,6624,20616,37527,487682,113579,307096,67007,4599,7.091556130702038,0.10708508573277256,0.7143319314137819,2.2232287285668066,4.046910384988677,52.591610050684785,12.24835544052626,33.11722204248895,7.226032567669578,0.4959560012940796
MI,1990,9295297,73468,971,7209,21752,43536,483764,106275,311153,66336,4460,7.903781880234703,0.10446142818244537,0.7755534868869709,2.3401081213435138,4.683658843821774,52.04395297966273,11.433201112347458,33.47423971498705,7.136512152328215,0.4798125331552074
MI,1991,9368000,75232,1009,7372,22790,44061,499781,111126,324985,63670,4741,8.030742954739539,0.10770708795900939,0.786934244235696,2.4327497865072587,4.703351836037575,53.34980785653288,11.862297181895816,34.69096925704526,6.7965414175918015,0.5060845431255337
MI,1992,9437000,72672,938,7550,20902,43282,456800,98257,299486,59057,4513,7.700752357740807,0.09939599448977429,0.8000423863515947,2.2148988025855676,4.586415174313871,48.40521352124616,10.411889371622337,31.73529723429056,6.258026915333263,0.4782240118681784
MI,1993,9478000,75021,933,6740,22601,44747,441767,93143,290333,58291,4256,7.915277484701414,0.09843848913272843,0.7111204895547584,2.3845748048111415,4.721143701202785,46.60972779067314,9.827284237180839,30.632306393753957,6.150137159738342,0.44903988183161003
MI,1994,9496000,72751,927,6720,21733,43371,444325,91849,290172,62304,4130,7.661225779275484,0.097620050547599,0.7076663858466723,2.2886478517270428,4.56729149115417,46.79075400168492,9.672388374052233,30.557287278854254,6.561078348778433,0.4349199663016007
MI,1995,9549000,65680,808,5917,17885,41070,429223,86872,280712,61639,4002,6.8782071421091215,0.08461619017698188,0.6196460362341606,1.8729709917268824,4.300973923971096,44.94952351031522,9.09749712011729,29.39700492198136,6.455021468216567,0.4191014765944078
MI,1996,9594000,60951,722,5466,16907,37856,430020,85908,276909,67203,4522,6.353033145716073,0.07525536793829476,0.5697310819262039,1.762247237856994,3.94579945799458,44.82176360225141,8.954346466541589,28.86272670419012,7.0046904315197,0.4713362518240567
MI,1997,9774000,57663,759,5070,14934,36900,422916,80726,276863,65327,5450,5.89963167587477,0.0776550030693677,0.5187231430325353,1.5279312461632903,3.7753222836095763,43.2694904849601,8.25925925925926,28.326478412113772,6.683752813587068,0.5576018006957233
MI,1998,9817000,60947,721,4946,15293,39987,398773,82249,258186,58338,5221,6.208312111643068,0.07344402566975654,0.5038199042477335,1.5578078842823673,4.073240297443211,40.62065804217174,8.378221452582256,26.2998879494754,5.9425486401140875,0.5318325353977794
MI,1999,9863775,56709,695,4849,14103,37062,369887,76736,236351,56800,4566,5.74921873217911,0.0704598391589427,0.49159677709599015,1.4297771390770775,3.7573849768470997,37.49953744889761,7.7795772916555785,23.96151574828096,5.758444408961072,0.4629059361147228
MI,2000,9938444,55159,669,5025,13712,35753,353297,69790,227783,55724,2325,5.550063973797106,0.06731436027611566,0.5056123473654427,1.379692837228846,3.5974444289267016,35.548522485008725,7.022226014454577,22.919382551232367,5.606913919321777,0.23394004131833918
MI,2001,10006266,55424,672,5264,12937,36551,352353,72038,226708,53607,4257,5.538929306896299,0.06715791884804981,0.5260703643097235,1.292889875204197,3.6528111485343286,35.21323538670669,7.1992889255592445,22.656603372326902,5.357343088820545,0.425433423416887
MI,2002,10043221,54306,678,5364,11847,36417,335060,70970,214367,49723,4904,5.407229413750827,0.06750822271062243,0.5340916026840393,1.1796016437356103,3.6260279446205557,33.36180693424948,7.0664580616119075,21.34444716490855,4.950901707729025,0.4882895636768324
MI,2003,10082364,51550,612,5470,11254,34214,330565,68316,208538,53711,4103,5.1128882075671935,0.06070005010729627,0.542531493606063,1.116206476973059,3.3934501868807754,32.78645762045489,6.775791867859562,20.683442890972792,5.327222861622532,0.40694821174875256
MI,2004,10104206,49737,643,5482,11336,32276,309805,64233,194988,50584,3729,4.9224055804087925,0.06363686567752083,0.5425463415927981,1.121909034712871,3.194313338425602,30.660994045449982,6.357055665729697,19.297706321506112,5.006232058214174,0.36905423345486027
MI,2005,10100833,55936,629,5199,13348,36760,312892,70527,194090,48275,3218,5.537761093565253,0.062272091816585814,0.514710024410858,1.3214751694241453,3.639303807913664,30.976851117130636,6.982295420585609,19.215246900923912,4.779308795621113,0.31858758579614177
MI,2006,10095643,56981,721,5347,14229,36684,325594,76313,199183,50098,3241,5.644117962570586,0.07141694689481393,0.5296344175403191,1.409419885390163,3.63364671274529,32.25094231244112,7.559003423556082,19.72960018495107,4.962338703933964,0.3210295768184354
MI,2007,10071822,53765,661,4592,13365,35147,308550,75273,191289,41988,2987,5.338160265342259,0.06562864196765987,0.4559254522170864,1.3269694400874041,3.4896367310701084,30.634973493375874,7.473622945282393,18.99249212307366,4.168858425019822,0.29656997512465966
MI,2008,10003422,51512,554,4507,13246,33205,295100,74787,184558,35755,2862,5.149437862363499,0.05538104860516731,0.4505458232192943,1.3241468769387115,3.319364113600326,29.49990513246367,7.476141664322468,18.449486585690376,3.574276882450825,0.2861020958627957
MI,2009,9969727,49825,623,4524,12427,32251,284019,76046,178628,29345,2675,4.997629323250275,0.06248917347486044,0.4537737091497089,1.2464734490723768,3.234892991553329,28.488142152738984,7.627691309902467,17.91704025596689,2.9434105868696303,0.26831226170987427
MI,2010,9877143,48693,580,4733,11522,31858,271501,74345,169748,27408,3007,4.929866865347601,0.05872143392071979,0.4791871495633909,1.166531657990575,3.2254266238729157,27.487806949843694,7.526974146268815,17.185941319266107,2.7748914843087724,0.30444026172345584
MI,2011,9876801,43731,617,4344,10263,28507,251329,69755,156666,24908,2663,4.427648182847868,0.062469619464844944,0.43981852018684997,1.0391016281486283,2.8862584150475445,25.44639706722855,7.062509409676271,15.86201848149011,2.5218691760621685,0.2696217125362757
MI,2012,9882519,44962,701,4635,10423,29203,249249,65560,158609,25080,2428,4.549649740111807,0.07093333187621496,0.469009976100223,1.0546906107643204,2.9550158213710493,25.221201193744225,6.63393614522775,16.049450550006533,2.5378144985099444,0.2456863477823822
MI,2013,9898193,44757,625,6785,10093,27254,230135,56256,149794,24085,2002,4.521734421626251,0.06314283829381788,0.6854786525176869,1.019681067039206,2.75343186377554,23.250203345196443,5.683461617691229,15.133469311014649,2.4332724164905657,0.20225913962275743
MI,2014,9916306,42555,544,6364,8037,27610,202692,44328,137142,21222,1705,4.291416581940896,0.05485913807016443,0.6417712402178795,0.8104832585843962,2.7843029450684558,20.440272819334133,4.4702130006879575,13.829948369886932,2.1401114487592454,0.1719390264882911
MI,2015,9917715,41712,585,6710,7818,26599,191191,40375,132019,18797,2026,4.205807486906006,0.05898536104334517,0.6765671326510189,0.7882864147638846,2.681968578447757,19.277726774766162,4.070998208760788,13.311433127489547,1.8952954385158274,0.2042809255962689
MI,2016,9933445,45782,612,7268,7123,30779,190249,39738,130249,20262,1782,4.608874363325111,0.061610045658882694,0.7316696272038553,0.717072475863107,3.0985222145992655,19.152368589145055,4.00042482743902,13.112168034352635,2.0397757273534007,0.17939395647733491
MI,2017,9976447,44883,569,7110,6508,30696,179839,35833,124410,19596,1959,4.498896250338422,0.057034332964431125,0.7126785718402553,0.6523364480360593,3.0768468974976764,18.026357479772106,3.5917596715544122,12.470371465913667,1.9642263423040287,0.19636249257877078
MI,2018,9984072,45176,555,7901,5638,31082,166186,31834,116876,17476,1767,4.524807112769219,0.055588541428787774,0.7913604789709049,0.564699453289199,3.113158639080327,16.64511233492707,3.1884786087279817,11.706245708163964,1.7503880180351263,0.17698189676516757
MI,2019,9984795,43793,576,7356,5352,30509,158317,28574,111900,17843,1673,4.385968865660236,0.05768771416939456,0.7367201830383098,0.5360150108239579,3.055545957628574,15.855808757215346,2.8617512928407645,11.207040304783423,1.7870171595911584,0.16755476702325886
MI,2020,9966555,47641,754,6065,4438,36384,135633,23231,94017,18385,1769,4.78008700097476,0.07565302153050879,0.6085352461306841,0.4452892699633926,3.6506094633501744,13.608814680699599,2.330895680603779,9.433249502962658,1.8446694971331619,0.17749362743696293
MN,1979,4060000,8973,93,871,3754,4255,169376,45183,110827,13366,1443,2.210098522167488,0.0229064039408867,0.2145320197044335,0.9246305418719212,1.0480295566502462,41.71822660098522,11.128817733990148,27.29729064039409,3.2921182266009854,0.35541871921182266
MN,1980,4061235,9250,106,942,4025,4177,185668,50602,123050,12016,1550,2.277632296579735,0.026100434966211016,0.23194914847330922,0.9910778371603711,1.0285048759798436,45.717127917985536,12.459756699624622,30.298665307474202,2.958705910886713,0.38165730375119883
MN,1981,4090000,9344,85,1056,4266,3937,184387,52253,121834,10300,1438,2.284596577017115,0.02078239608801956,0.25819070904645475,1.0430317848410757,0.9625916870415648,45.08239608801956,12.775794621026895,29.788264058679708,2.5183374083129584,0.3515892420537897
MN,1982,4133000,9062,95,938,4188,3841,175048,48855,116375,9818,1355,2.1925961771110574,0.02298572465521413,0.2269537865956932,1.013307524800387,0.9293491410597629,42.353738204693926,11.820711347689329,28.15751270263731,2.3755141543672877,0.3278490200822647
MN,1983,4144000,7909,69,927,3298,3615,159268,44571,106034,8663,998,1.908542471042471,0.016650579150579152,0.2236969111969112,0.7958494208494209,0.8723455598455598,38.433397683397686,10.755550193050192,25.587355212355213,2.090492277992278,0.24083011583011582
MN,1984,4162000,8802,74,1051,2960,4717,151082,41242,101240,8600,1114,2.1148486304661223,0.0177799135031235,0.2525228255646324,0.7111965401249399,1.1333493512734263,36.30033637674195,9.909178279673235,24.324843825084095,2.0663142719846226,0.2676597789524267
MN,1985,4193000,10751,88,1242,3598,5823,162597,42663,108954,10980,1111,2.5640352969234437,0.020987359885523492,0.29620796565704743,0.8580968280467446,1.3887431433341284,38.77820176484617,10.174815168137371,25.9847364655378,2.618650131170999,0.2649654185547341
MN,1986,4214000,11991,105,1338,4299,6249,171832,42319,117371,12142,1294,2.845514950166113,0.024916943521594685,0.31751305173232086,1.020170859041291,1.4829140958709066,40.776459420977694,10.042477456098718,27.85263407688657,2.881347887992406,0.3070716658756526
MN,1987,4246000,12118,112,1439,4354,6213,183868,45384,125686,12798,1274,2.8539802166745174,0.0263777673104098,0.33890720678285446,1.0254357041921809,1.463259538389072,43.30381535562883,10.688648139425341,29.60103626943005,3.0141309467734336,0.30004710315591143
MN,1988,4306000,12490,124,1337,4079,6950,173302,39167,119526,14609,1266,2.9006038086391084,0.028797027403622853,0.31049698095680445,0.947282861124013,1.614026939154668,40.24663260566651,9.09591267998142,27.758012076172783,3.392707849512308,0.2940083604273107
MN,1989,4353000,12549,111,1363,4128,6947,178252,39042,122673,16537,1279,2.8828394210889043,0.025499655410062026,0.3131173903055364,0.9483115093039284,1.5959108660693775,40.94923041580519,8.968986905582357,28.181254307374225,3.79898920284861,0.293820353779003
MN,1990,4375099,13392,117,1487,4057,7731,185185,39691,129500,15994,1030,3.060959306292269,0.026742252003897512,0.3398780233315863,0.9272933023915573,1.767045728565228,42.32704219950223,9.072023284501675,29.599330209442115,3.655688705558434,0.23542324413687551
MN,1991,4432000,14006,131,1762,4345,7768,185268,37832,131330,16106,947,3.1601985559566788,0.029557761732851986,0.39756317689530685,0.9803700361010831,1.7527075812274369,41.80234657039711,8.536101083032491,29.6322202166065,3.634025270758123,0.21367328519855597
MN,1992,4480000,15144,150,1840,4906,8248,190520,39859,134750,15911,970,3.380357142857143,0.033482142857142856,0.4107142857142857,1.0950892857142858,1.8410714285714285,42.526785714285715,8.897098214285714,30.078125,3.5515625,0.21651785714285715
MN,1993,4517000,15986,155,2796,5092,7943,183347,38147,129727,15473,1055,3.539074607040071,0.03431481071507638,0.6189949081248617,1.1272968784591544,1.7584680097409786,40.59043613017489,8.445206995793669,28.719725481514278,3.425503652866947,0.23356209873810052
MN,1994,4567000,16397,147,2725,5370,8155,181856,36157,131344,14355,1211,3.5903218743157432,0.03218743157433764,0.5966717757827896,1.1758265820013138,1.7856360849573023,39.819575213488065,7.917013356689293,28.759360630610903,3.1432012261878697,0.2651631267790672
MN,1995,4610000,16416,182,2593,5702,7939,190911,36756,138414,15741,1196,3.5609544468546637,0.03947939262472885,0.562472885032538,1.236876355748373,1.7221258134490238,41.41236442516269,7.973101952277657,30.02472885032538,3.4145336225596528,0.25943600867678956
MN,1996,4658000,15782,167,2327,5385,7903,192109,35515,138671,17923,1593,3.3881494203520823,0.035852297123228856,0.4995706311721769,1.1560755689136968,1.6966509231429798,41.24280807213396,7.624516960068699,29.770502361528553,3.847788750536711,0.34199227136109916
MN,1997,4686000,15827,129,2446,5373,7879,191006,35265,137872,17869,1345,3.377507469056765,0.027528809218950064,0.5219803670507895,1.1466069142125481,1.6813913785744772,40.760990183525394,7.525608194622279,29.422108408023902,3.8132735808792146,0.28702518139137856
MN,1998,4725000,14656,121,2358,4371,7806,176541,32486,128689,15366,1332,3.101798941798942,0.025608465608465608,0.4990476190476191,0.9250793650793651,1.652063492063492,37.363174603174606,6.875343915343915,27.235767195767195,3.252063492063492,0.2819047619047619
MN,1999,4775508,13085,134,2038,3917,6996,158717,27706,117736,13275,1142,2.740022632147198,0.028059842010525374,0.4267608807272441,0.8202268742927454,1.464975035116683,33.23562645063101,5.801686438385194,24.65413103694937,2.7798089752964503,0.23913686250761176
MN,2000,4919479,13813,151,2240,3713,7709,157798,26116,118250,13432,1352,2.80781765711369,0.03069430726302521,0.45533276999454614,0.7547547209775669,1.5670358588785518,32.07616091053544,5.308692241597128,24.037098237435305,2.730370431503011,0.27482585046099395
MN,2001,4984535,13145,119,2236,3758,7032,165046,25496,124519,15031,1383,2.6371567257527535,0.02387384179266471,0.4485874810789773,0.7539319114019662,1.410763491479145,33.1116142227911,5.115020759208231,24.981066438494263,3.0155270250885993,0.2774581781450025
MN,2002,5024791,13428,112,2273,3937,7106,164026,28034,122150,13842,1311,2.672349954455817,0.022289484279047627,0.45235712291317187,0.7835151750590224,1.4141881722045753,32.64334775317023,5.579137520346618,24.309468791836316,2.7547414409872966,0.26090637401635214
MN,2003,5064172,13316,127,2092,3906,7191,157663,27698,116216,13749,1475,2.6294525541391565,0.02507813715647889,0.41309813331774675,0.7713008167969019,1.4199754668680291,31.13302628741678,5.469403487875215,22.9486676202941,2.7149551792474664,0.29126182917957766
MN,2004,5096546,13751,113,2123,4070,7445,155019,28048,113453,13518,1380,2.6981018124824145,0.02217187875867303,0.41655662482002515,0.7985800579451259,1.4607932509585904,30.416482064519773,5.503335003745674,22.26076248502417,2.652384575749929,0.27077161669883876
MN,2005,5126739,15243,115,2258,4724,8146,158301,29716,114304,14281,1143,2.973235033029768,0.02243141302882788,0.4404359184268987,0.9214434360711556,1.5889242655028861,30.877522729360713,5.796277126649124,22.295654216062104,2.7855913866494864,0.2229487399300023
MN,2006,5167101,16042,126,1645,5441,8830,159276,30306,115693,13277,1522,3.1046422355591656,0.02438504685702873,0.318360333966764,1.0530082535642327,1.7088886011711404,30.82502161269927,5.8651843654691485,22.3903113177002,2.569525929529924,0.294555883463474
MN,2007,5197621,15054,116,1873,4770,8295,158257,29717,115892,12648,1223,2.896325068718939,0.022317902748199607,0.36035717109808507,0.9177275526630356,1.5959224422096185,30.4479684070847,5.717423413519377,22.297124011158182,2.4334209824071436,0.23529995742282864
MN,2008,5220393,13853,110,1805,4179,7759,149517,26558,112764,10195,1152,2.653631632714242,0.021071210539129907,0.34575940930117716,0.8005144440274898,1.486286568846445,28.640947147082606,5.087356449983746,21.600672593040407,1.9529181040584491,0.22067304128252413
MN,2009,5266214,12874,74,1789,3619,7392,139286,25580,105160,8546,898,2.444640495050144,0.014051840658203408,0.3397127423989986,0.6872109640815964,1.4036649479113459,26.44898213403405,4.857379514011394,19.96880491373879,1.6227977062838692,0.1705209852846846
MN,2010,5310658,12515,96,1798,3388,7233,136431,24415,103429,8587,798,2.3565818021043716,0.01807685601294604,0.3385644490758019,0.6379623767902207,1.3619781202254033,25.690036903148346,4.597358745375808,19.47574104753121,1.6169371102413297,0.15026386560761396
MN,2011,5347299,12323,75,2113,3385,6750,136183,25681,102354,8148,781,2.3045279495311557,0.014025772637737296,0.3951527677805187,0.6330298717165432,1.2623195373963565,25.467623934999708,4.802611561463086,19.14125243417284,1.5237599393637797,0.14605504573430436
MN,2012,5379646,12419,99,1638,3475,7207,138152,25378,104316,8458,943,2.3085162109179675,0.018402697872685305,0.30448100116624777,0.645953283914964,1.3396792279640706,25.6805001667396,4.717410773868764,19.390866982697375,1.5722224101734577,0.17529034438325497
MN,2013,5422060,12710,114,2014,3674,6908,131193,22713,100514,7966,728,2.3441275087328433,0.021025219197131715,0.371445539149327,0.6776022397391397,1.2740545106472447,24.196154229204396,4.18899827740748,18.537972652460503,1.4691832993364144,0.13426631206589376
MN,2014,5457125,12505,88,2001,3687,6729,125377,20773,96237,8367,641,2.291499644959571,0.01612570721762833,0.3666765925281169,0.6756304830840415,1.2330668621297844,22.974918111643035,3.8065831367249237,17.635110062532927,1.5332249123851844,0.11746111734658818
MN,2015,5482435,13319,133,2321,3771,7094,121984,19299,94704,7981,598,2.4293949677469953,0.024259293543835905,0.42335203244543707,0.6878330522842495,1.2939505894734729,22.249967395874275,3.5201511737029256,17.27407620883786,1.4557400133334912,0.109075620595593
MN,2016,5525050,13365,101,2349,3730,7185,117723,18582,90421,8720,497,2.4189826336413245,0.018280377553144316,0.4251545234884752,0.6751070126062207,1.3004407199934842,21.307137491968398,3.363227482104234,16.36564374983032,1.5782662600338457,0.08995393706844282
MN,2017,5568155,13345,114,2405,3627,7199,122430,18828,93602,10000,534,2.3966646043438087,0.020473567995143813,0.4319204476168498,0.6513827291086545,1.2928878596231608,21.987534470574186,3.3813713878295415,16.810236065626764,1.7959270171178785,0.09590250271409471
MN,2018,5606249,12403,107,2475,2946,6875,112186,16206,85849,10131,449,2.2123526800183155,0.01908584509892443,0.44147165065269134,0.5254850435647792,1.2263101407019203,20.01088428287791,2.890702856758592,15.31309080278097,1.80709062333835,0.08008920046184179
MN,2019,5640053,13395,127,2499,3155,7614,117971,16026,90685,11260,488,2.374977681947315,0.02251751889565577,0.44308094267908477,0.5593919064235744,1.3499873139490002,20.916647414483517,2.8414626600140105,16.078749614586954,1.9964351398825508,0.08652400961480326
MN,2020,5657342,15698,190,2211,3877,9420,120212,17370,88696,14146,758,2.7748013112871734,0.03358467633740368,0.3908195756947344,0.6853041587374424,1.665092900517593,21.2488479572209,3.070346463056326,15.678033960117668,2.5004675340469076,0.13398518244079993
MS,1979,2406000,7786,302,523,1702,5259,63447,23428,36006,4013,331,3.236076475477972,0.1255195344970906,0.21737323358270988,0.7073981712385703,2.185785536159601,26.370324189526183,9.73732335827099,14.965087281795512,1.6679135494596842,0.13757273482959267
MS,1980,2511491,8588,365,619,2035,5569,77234,29612,43142,4480,337,3.419482689764765,0.14533199601352345,0.24646713844485207,0.8102756490069046,2.217407906299485,30.75225035646156,11.790605660143715,17.17784375894638,1.7838009373714658,0.13418324015495178
MS,1981,2530000,7706,319,658,2059,4670,81789,29614,47587,4588,358,3.0458498023715417,0.12608695652173912,0.2600790513833992,0.8138339920948616,1.8458498023715415,32.32766798418972,11.705138339920948,18.80909090909091,1.8134387351778656,0.14150197628458497
MS,1982,2551000,7515,358,675,1863,4619,83622,30200,49504,3918,289,2.945903567228538,0.14033712269698156,0.2646021168169345,0.7303018424147393,1.8106624852998825,32.780086240689926,11.838494707957663,19.405723245785968,1.5358682869462956,0.11328890631125049
MS,1983,2587000,7255,290,616,1650,4699,75740,26479,45584,3677,260,2.8044066486277544,0.11209895632006185,0.23811364514882102,0.6378044066486278,1.8163896405102435,29.27715500579822,10.23540780827213,17.620409741012757,1.4213374565133359,0.10050251256281408
MS,1984,2598000,7326,252,715,1572,4787,72169,25464,42952,3753,250,2.81986143187067,0.09699769053117784,0.275211701308699,0.605080831408776,1.842571208622017,27.778675904541956,9.801385681293302,16.532717474980753,1.4445727482678983,0.0962278675904542
MS,1985,2613000,7079,276,698,1635,4470,78254,26701,47478,4075,209,2.7091465748182166,0.10562571756601608,0.2671259089169537,0.6257175660160735,1.7106773823191734,29.94795254496747,10.218522770761577,18.1699196326062,1.559510141599694,0.07998469192499043
MS,1986,2625000,7196,295,678,1697,4526,80612,28242,48430,3940,300,2.7413333333333334,0.11238095238095239,0.2582857142857143,0.6464761904761904,1.7241904761904763,30.709333333333333,10.758857142857142,18.44952380952381,1.500952380952381,0.11428571428571428
MS,1987,2625000,7081,269,767,1496,4549,83182,31537,47433,4212,293,2.6975238095238097,0.10247619047619047,0.29219047619047617,0.5699047619047619,1.732952380952381,31.688380952380953,12.014095238095239,18.069714285714287,1.6045714285714285,0.11161904761904762
MS,1988,2627000,8544,225,951,2028,5340,85840,33651,47818,4371,315,3.2523791397030832,0.08564902931100114,0.36200989722116483,0.7719832508564903,2.032736962314427,32.67605633802817,12.80966882375333,18.202512371526456,1.6638751427483822,0.1199086410354016
MS,1989,2621000,8156,253,1017,2053,4833,83980,30018,49266,4696,351,3.1117893933613123,0.09652804273178177,0.3880198397558184,0.7832888210606639,1.8439526898130485,32.04120564669973,11.452880579931325,18.796642502861502,1.7916825639069058,0.133918351774132
MS,1990,2573216,8758,313,1134,2217,5094,90803,32196,53266,5341,379,3.4035230621914367,0.12163767052591,0.4406936689341276,0.8615677813288897,1.9796239414025096,35.287748871451136,12.511969457674754,20.700166639722433,2.0756127740539467,0.14728650840038301
MS,1991,2592000,10085,332,1199,3015,5539,99317,34524,57373,7420,350,3.890817901234568,0.12808641975308643,0.46257716049382713,1.1631944444444444,2.13695987654321,38.316743827160494,13.319444444444445,22.134645061728396,2.8626543209876543,0.13503086419753085
MS,1992,2614000,10763,320,1166,3254,6023,101181,33533,58851,8797,404,4.117444529456772,0.12241775057383321,0.44605967865340473,1.2448355011476664,2.3041315990818667,38.70734506503443,12.82823259372609,22.513771996939557,3.3653404743687836,0.1545524100994644
MS,1993,2643000,11467,357,1125,3683,6302,105308,33985,62467,8856,412,4.338630344305713,0.13507377979568672,0.42565266742338254,1.3934922436625048,2.3844116534241393,39.844116534241394,12.858494135452137,23.634884600832386,3.3507377979568673,0.15588346575860765
MS,1994,2669000,13177,409,1212,4336,7220,115924,34493,70621,10810,454,4.937055076807793,0.15324091420007493,0.4541026601723492,1.6245784938179093,2.7051330086174596,43.43349569127014,12.92356687898089,26.459722742600224,4.050206069689022,0.17010116148370177
