year,state_abbr,measure_type,violent_crime_1000,property_crime_1000
2013-01-01,NM,historical,6.224558494797296,37.83515701556619
2014-01-01,NM,historical,5.9767919227720805,35.42298089680168
2015-01-01,NM,historical,6.572040562834323,37.115301048680784
2016-01-01,NM,historical,6.993754771193691,39.28682402495023
2017-01-01,NM,historical,7.7863948275409065,39.10633205868936
2018-01-01,NM,historical,8.427703189262312,33.793957302886504
2019-01-01,NM,historical,8.24048381765584,31.78839740640512
2020-01-01,NM,historical,7.782771745400388,28.418772275234666
2021-01-01,NM,forecast,7.398115634918213,34.87717819213867
1979-01-01,NV,historical,8.356125356125355,79.96011396011396
1980-01-01,NV,historical,9.126440688131627,79.41402852887373
1981-01-01,NV,historical,8.964497041420119,76.95502958579881
1982-01-01,NV,historical,8.054483541430193,70.95573212258796
1983-01-01,NV,historical,6.552188552188553,60.46127946127946
1984-01-01,NV,historical,6.2854006586169024,59.32491767288693
1985-01-01,NV,historical,6.670940170940171,59.07478632478632
1986-01-01,NV,historical,7.188992731048807,55.70820353063344
1987-01-01,NV,historical,6.957298907646475,56.756703078450855
1988-01-01,NV,historical,7.806603773584905,56.724528301886785
1989-01-01,NV,historical,6.252925292529253,56.46444644464447
1990-01-01,NV,historical,6.0091543500636115,54.6265579327577
1991-01-01,NV,historical,6.770249221183801,56.217289719626166
1992-01-01,NV,historical,6.968349660889224,55.06932931424265
1993-01-01,NV,historical,8.752339812814975,53.04895608351332
1994-01-01,NV,historical,10.01853122855182,56.75566231983528
1995-01-01,NV,historical,9.451633986928103,56.34183006535947
1996-01-01,NV,historical,8.112913287585776,51.807236431690576
1997-01-01,NV,historical,7.98747763864043,52.6577221228384
1998-01-01,NV,historical,6.436176302232399,46.36863194046938
1999-01-01,NV,historical,5.699037116423187,40.83121597698056
2000-01-01,NV,historical,5.241568026535125,37.44413256152737
2001-01-01,NV,historical,5.891629110053668,36.938164351615704
2002-01-01,NV,historical,6.392750945233004,38.7071473225511
2003-01-01,NV,historical,6.1604481655797185,42.87204526611504
2004-01-01,NV,historical,6.163578519077988,42.09999751382186
2005-01-01,NV,historical,6.074697975086857,42.459046362788065
2006-01-01,NV,historical,7.488191882362418,41.00853967235003
2007-01-01,NV,historical,7.54858340785115,37.857130049248035
2008-01-01,NV,historical,7.296839010725081,34.615468929495684
2009-01-01,NV,historical,7.0519865989932216,30.63692616771689
2010-01-01,NV,historical,6.629853458384348,27.73526291442131
