state_abbr,year,population,violent_crime,homicide,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,arson,violent_crime_1000,homicide_1000,rape_1000,robbery_1000,aggravated_assault_1000,property_crime_1000,burglary_1000,larceny_1000,motor_vehicle_theft_1000,arson_1000,avg_unemployment_rate,avg_CPI,ag_Democrat,ag_Mixed,ag_Republican,ag_Unknown
AL,1979,3769000,15578,496,1037,4127,9918,144372,48517,83791,12064,254,4.133191828071106,0.1315998938710533,0.2751392942425046,1.0949854072698328,2.6314672326877155,38.30512072167684,12.872645263995755,22.23162642610772,3.200849031573361,0.0673918811355797,7.225,72.58333333333333,1,0,0,0
AL,1980,3861466,17320,509,1158,5102,10551,173191,58952,102029,12210,1109,4.485343131339238,0.131815222508757,0.2998861054324964,1.3212598531231403,2.732381950274844,44.8511005923657,15.266740662743114,26.4223484034302,3.162011526192384,0.2871966242872525,8.816666666666666,82.38333333333334,1,0,0,0
AL,1981,3916000,18423,465,1021,4952,11985,173411,56811,105471,11129,1195,4.704545454545454,0.1187436159346271,0.2607252298263534,1.264555669050051,3.060520939734423,44.28268641470888,14.507405515832485,26.93335035750766,2.841930541368744,0.3051583248212461,10.691666666666665,90.93333333333334,1,0,0,0
AL,1982,3943000,17653,417,1026,4417,11793,165048,49531,104740,10777,1078,4.477047933045904,0.1057570377884859,0.2602079634795841,1.120213035759574,2.99086989601826,41.85848338828304,12.56175500887649,26.563530306872934,2.733198072533604,0.2733958914532082,13.949999999999998,96.53333333333336,1,0,0,0
AL,1983,3959000,16471,364,931,3895,11281,145890,42485,94279,9126,981,4.160394038898712,0.091942409699419,0.2351603940388987,0.9838343015913108,2.849456933569083,36.85021470068199,10.731245263955543,23.81384187926244,2.305127557464006,0.247789845920687,13.816666666666668,99.58333333333331,1,0,0,0
AL,1984,3990000,17204,374,1002,3833,11995,138487,39970,89198,9319,912,4.311779448621554,0.093734335839599,0.2511278195488722,0.9606516290726818,3.006265664160401,34.708521303258145,10.017543859649123,22.355388471177942,2.335588972431078,0.2285714285714285,11.283333333333331,103.93333333333332,1,0,0,0
AL,1985,4021000,18398,396,1079,4237,12686,140115,41612,88108,10395,1074,4.575478736632679,0.0984829644367072,0.2683412086545635,1.0537179806018404,3.1549365829395675,34.845809500124346,10.348669485202686,21.91196219845809,2.5851778164635664,0.2670977368813728,9.541666666666666,107.6,1,0,0,0
AL,1986,4053000,22616,409,1150,4523,16534,151191,46974,93396,10821,1103,5.580064150012337,0.1009129040217123,0.2837404391808537,1.1159634838391317,4.079447322970639,37.30347890451517,11.589933382679495,23.043671354552185,2.669874167283494,0.2721440907969405,9.566666666666668,109.69166666666668,1,0,0,0
AL,1987,4083000,22833,380,1137,4581,16735,158918,48927,99260,10731,1007,5.592211609110948,0.0930688219446485,0.2784717119764879,1.1219691403379868,4.0987019348518245,38.921871173156994,11.983100661278472,24.310555963752144,2.628214548126377,0.2466323781533186,8.183333333333334,113.61666666666667,1,0,0,0
AL,1988,4127000,23052,408,1228,4860,16556,165209,50920,103282,11007,946,5.58565543978677,0.0988611582263145,0.297552701720378,1.177610855342864,4.011630724497214,40.03125757208626,12.338260237460624,25.02592682335837,2.6670705112672644,0.2292221952992488,7.275000000000001,118.275,1,0,0,0
AL,1989,4118000,24329,421,1276,5515,17117,166244,47224,106771,12249,893,5.907965031568723,0.1022340942204953,0.3098591549295774,1.339242350655658,4.156629431762992,40.37008256435163,11.467702768334142,25.92787761049053,2.974502185526955,0.2168528411850412,7.0,123.94166666666668,1,0,0,0
AL,1990,4040587,28630,467,1319,5805,21039,169974,44585,111336,14053,378,7.085604146130253,0.1155772663724355,0.3264377180840309,1.43667244388006,5.206916717793726,42.06666011646328,11.034287839860893,27.554412267326505,3.47796000927588,0.0935507637875388,6.825,130.65833333333333,1,0,0,0
AL,1991,4089000,34518,469,1455,6246,26348,184882,51873,118151,14858,888,8.441672780630961,0.1146979701638542,0.3558327219369039,1.5275128393250184,6.443629249205185,45.21447786744925,12.685986793837124,28.894839814135487,3.6336512594766446,0.2171680117388114,7.324999999999999,136.16666666666666,0,0,0,1
AL,1992,4136000,36052,455,1704,6819,27074,181837,49053,117801,14983,860,8.716634429400386,0.1100096711798839,0.4119922630560928,1.6486943907156673,6.545938104448743,43.9644584139265,11.860009671179885,28.4818665377176,3.6225822050290137,0.2079303675048356,7.524999999999999,140.3083333333333,0,0,0,1
AL,1993,4187000,32676,484,1471,6677,24044,171598,45578,111878,14142,789,7.804155720085981,0.1155958920468115,0.3513255314067351,1.5946978743730595,5.742536422259374,40.9835204203487,10.885598280391688,26.72032481490327,3.377597325053738,0.1884404107953188,7.241666666666666,144.475,0,0,0,1
AL,1994,4219000,28844,501,1487,7223,19633,178015,44064,119951,14000,716,6.836691159042427,0.1187485186063048,0.352453187959232,1.7120170656553686,4.653472386821521,42.19364778383503,10.4441810855653,28.43114482104764,3.3183218772220906,0.1697084617207869,6.175,148.225,0,0,0,1
AL,1995,4253000,26894,475,1350,7900,17169,179294,43586,120967,14741,879,6.323536327298378,0.1116858687984951,0.3174229955325652,1.857512344227604,4.036915118739713,42.15706560075241,10.248295320949918,28.44274629673172,3.466023983070773,0.2066776393134258,5.833333333333333,152.38333333333335,0,0,0,1
AL,1996,4273000,24159,444,1397,7124,15194,181803,42821,123350,15632,944,5.65387315703253,0.1039082611748186,0.3269365785162649,1.66721273110227,3.5558155862391763,42.54692253685935,10.021296512988531,28.86730634214837,3.658319681722443,0.2209220688041188,5.208333333333333,156.85833333333332,0,0,1,0
AL,1997,4319000,24379,426,1396,6931,15626,186809,43786,127616,15407,829,5.644593655938874,0.0986339430423709,0.3232229682796944,1.6047696225978236,3.6179671220189857,43.25283630470016,10.137994906228291,29.54758045843945,3.567260940032415,0.191942579300764,4.933333333333335,160.525,0,1,0,0
AL,1998,4352000,22286,354,1443,5698,14791,177779,41965,120943,14871,671,5.120863970588236,0.0813419117647058,0.3315716911764705,1.3092830882352942,3.3986672794117645,40.849954044117645,9.642693014705882,27.790211397058822,3.417049632352941,0.1541819852941176,4.458333333333333,163.00833333333333,1,0,0,0
AL,1999,4369862,21421,345,1513,5297,14266,171398,38648,119616,13134,589,4.901985463156502,0.078949861574576,0.3462351900357494,1.2121664253928384,3.2646339861533384,39.22274891060633,8.844215217780333,27.37294678870866,3.0055869041173384,0.1347868651229718,4.7250000000000005,166.58333333333334,1,0,0,0
AL,2000,4447100,21620,329,1482,5702,14107,180539,40331,127399,12809,634,4.86159519686987,0.0739807964741067,0.3332508825976479,1.282183895122664,3.172179622675451,40.59701828157675,9.069056238897256,28.64765802433046,2.8803040183490363,0.1425648175215308,4.625000000000001,172.1916666666667,1,0,0,0
AL,2001,4468912,19582,379,1369,5584,12250,173253,40642,119992,12619,550,4.381827165090742,0.084808114368777,0.3063385450418356,1.2495211362407672,2.7411593694393623,38.76849667212064,9.094383599408536,26.850383270021872,2.8237298026902296,0.1230724614850325,5.183333333333333,177.04166666666666,1,0,0,0
